lemma,Count,part_of_speech,hypernyms
friar's-cowl,12,noun,arum
friary,6,noun,monastery
fricandeau,10,noun,veal roast
fricassee,9,noun,stew
fricassee,9,verb,cook
fricative,9,noun,continuant consonant
fricative consonant,19,noun,continuant consonant
friction,8,noun,conflict|resistance|effort
friction clutch,15,noun,clutch
friction match,14,noun,lighter
friction tape,13,noun,adhesive tape
friday,6,noun,weekday
fridge,6,noun,refrigerator
fried,5,verb,heat|cook|kill
fried egg,9,noun,dish
fried rice,10,noun,dish
friedcake,9,noun,cake
friedman test,13,noun,pregnancy test
friedreich's ataxia,19,noun,ataxia
friend,6,noun,person|associate|person|advocate|christian
friend of the court,19,noun,adviser
friendlessness,14,noun,aloneness
friendliness,12,noun,liking|disposition
friendly,8,noun,military personnel
friendly fire,13,noun,fire
friendly relationship,21,noun,relationship
friendly takeover,17,noun,takeover
friendship,10,noun,relationship
friendship plant,16,noun,nettle
frier,5,noun,chicken
fries,5,noun,potato|juvenile
fries,5,verb,heat|cook|kill
friesian,8,noun,dairy cattle
frieze,6,noun,architectural ornament|fabric
frig around,11,verb,idle
frigate,7,noun,warship|warship
frigate bird,12,noun,pelecaniform seabird
fright,6,noun,emotion
fright,6,verb,stimulate
frighten,8,verb,stimulate|chase away
frighten away,13,verb,intimidate
frighten off,12,verb,intimidate
frightened,10,verb,stimulate|chase away
frightening,11,noun,bullying
frightening,11,verb,stimulate|chase away
frightfulness,13,noun,awfulness
frigid zone,11,noun,climatic zone
frigidity,9,noun,unresponsiveness|temperature;vasoconstrictor|unemotionality
frigidness,10,noun,unresponsiveness|temperature;vasoconstrictor|unemotionality
frijol,6,noun,common bean
frijole,7,noun,common bean|common bean
frijoles refritos,17,noun,dish
frijolillo,10,noun,tree
frijolito,9,noun,tree
frill,5,noun,plate|external body part|adornment|decoration
frilled lizard,14,noun,agamid
frimaire,8,noun,revolutionary calendar month
fringe,6,noun,boundary|city district|optical phenomenon|social group|hairdo|edging
fringe,6,verb,decorate|surround
fringe benefit,14,noun,benefit
fringe bush,11,noun,fringe tree
fringe cups,11,noun,wildflower
fringe tree,11,noun,tree
fringed,7,verb,decorate|surround
fringed gecko,13,noun,gecko
fringed gentian,15,noun,gentian
fringed grass of parnassus,26,noun,wildflower
fringed loosestrife,19,noun,loosestrife
fringed orchid,14,noun,orchid
fringed orchis,14,noun,orchid
fringed pink,12,noun,phlox|pink
fringed polygala,16,noun,milkwort
fringed poppy mallow,20,noun,poppy mallow
fringepod,9,noun,herb
fringe-toed lizard,18,noun,iguanid
fringilla,9,noun,bird genus
fringilla coelebs,17,noun,finch
fringilla montifringilla,24,noun,finch
fringillidae,12,noun,bird family
frippery,8,noun,triviality
frisbee,7,noun,disk;plaything
frisian,7,noun,dutch|west germanic
frisk,5,noun,search
frisk,5,verb,play|search
friskiness,10,noun,playfulness
frisking,8,noun,search
frisking,8,verb,play|search
frisson,7,noun,fear
fritillaria,11,noun,liliid monocot genus
fritillaria affinis,19,noun,fritillary
fritillaria agrestis,20,noun,fritillary
fritillaria biflora,19,noun,fritillary
fritillaria imperialis,22,noun,fritillary
fritillaria lanceolata,22,noun,fritillary
fritillaria liliaceae,21,noun,fritillary
fritillaria meleagris,21,noun,fritillary
fritillaria micrantha,21,noun,fritillary
fritillaria mutica,18,noun,fritillary
fritillaria parviflora,22,noun,fritillary
fritillaria pluriflora,22,noun,fritillary
fritillaria recurva,19,noun,fritillary
fritillary,10,noun,bulbous plant|nymphalid
frittata,8,noun,dish
fritter,7,noun,friedcake
fritter,7,verb,consume
fritter away,12,verb,consume
fritter batter,14,noun,batter
friuli,6,noun,rhaeto-romance
friulian,8,noun,rhaeto-romance
frivol,6,verb,act
frivol away,11,verb,consume
frivolity,9,noun,trait|triviality|folly
frivolousness,13,noun,trait
frizz,5,noun,condition
frizz,5,verb,curl
frizzle,7,verb,fry|curl
frock,5,noun,habit|woman's clothing
frock,5,verb,dress
frock coat,10,noun,coat
froelichia,10,noun,caryophylloid dicot genus
frog,4,noun,amphibian|frenchman|adornment
frog,4,verb,capture
frog kick,9,noun,swimming kick
frog legs,9,noun,dish
frog orchid,11,noun,orchid|orchid
frogbit,7,noun,aquatic plant
frogbit family,14,noun,monocot family
frogfish,8,noun,spiny-finned fish
froghopper,10,noun,spittle insect
frogman,7,noun,explorer
frogmarch,9,verb,march|bear
frogmouth,9,noun,caprimulgiform bird
frog's lettuce,14,noun,pondweed
frog's-bit,10,noun,aquatic plant
frog's-bit family,17,noun,monocot family
frolic,6,noun,diversion
frolic,6,verb,play
frolicsomeness,14,noun,playfulness
frond,5,noun,leaf
front,5,noun,side|line|appearance|side|deceiver|sphere|atmospheric phenomenon|proximity|position|social group
front,5,verb,lie|confront
front bench,11,noun,seat
front burner,12,noun,precedence
front crawl,11,noun,swimming stroke
front door,10,noun,exterior door
front end,9,noun,side
front entrance,14,noun,exterior door
front line,10,noun,line
front man,9,noun,deceiver
front matter,12,noun,matter
front porch,11,noun,porch
front projector,15,noun,projector
front room,10,noun,room
front tooth,11,noun,tooth
front yard,10,noun,yard
frontage,8,noun,extent|direction|front
frontage road,13,noun,local road
frontal,7,noun,adornment|curtain|front
frontal bone,12,noun,membrane bone
frontal cortex,14,noun,lobe
frontal eminence,16,noun,bulge
frontal gyrus,13,noun,gyrus
frontal lobe,12,noun,lobe
frontal lobotomy,16,noun,psychosurgery
frontal sinus,13,noun,sinus
frontal suture,14,noun,suture
frontbencher,12,noun,legislator
frontier,8,noun,wilderness|boundary|discipline
frontier settlement,19,noun,colony
frontiersman,12,noun,pioneer
frontierswoman,14,noun,pioneer
frontispiece,12,noun,facade|front
frontlet,8,noun,adornment
front-porch campaign,20,noun,campaigning
front-porch campaigning,23,noun,campaigning
front-runner,12,noun,rival
frontstall,10,noun,armor plate
front-stall,11,noun,armor plate
frost,5,noun,ice|cold weather|freeze
frost,5,verb,cover|cover|cover|damage
frost fish,10,noun,percoid fish
frost heave,11,noun,geological phenomenon
frost heaving,13,noun,geological phenomenon
frost mist,10,noun,crystal
frost over,10,verb,change
frost snow,10,noun,crystal
frostbite,9,noun,injury
frosted,7,verb,cover|cover|cover|damage
frosted bat,11,noun,vespertilian bat
frostiness,10,noun,coldness|white
frosting,8,noun,topping
frosting,8,verb,cover|cover|cover|damage
frost's bolete,14,noun,bolete
frostweed,9,noun,helianthemum|crownbeard
frost-weed,10,noun,helianthemum|crownbeard
frostwort,9,noun,helianthemum
froth,5,noun,bubble
froth,5,verb,bubble|make|exude
froth at the mouth,18,verb,rage
frothiness,10,noun,gaseousness
frothing,8,verb,bubble|make|exude
frottage,8,noun,masturbation
frotteur,8,noun,masturbator
frown,5,noun,facial expression
frown,5,verb,grimace
frown line,10,noun,wrinkle
frown on,8,verb,disapprove
frown upon,10,verb,disapprove
frowning,8,verb,grimace
frozen,6,verb,stand still|change state|suffer|change|interrupt|solidify|withhold|anesthetize|act
frozen custard,14,noun,frozen dessert
frozen dessert,14,noun,dessert
frozen food,11,noun,foodstuff
frozen foods,12,noun,foodstuff|foodstuff
frozen metaphor,15,noun,metaphor
frozen orange juice,19,noun,concentrate;orange juice
frozen pudding,14,noun,frozen dessert
frozen yogurt,13,noun,frozen dessert;yogurt
frs,3,noun,central bank|metallic element
fructidor,9,noun,revolutionary calendar month
fructification,14,noun,growth|reproductive structure
fructify,8,verb,better|better|reproduce
fructose,8,noun,ketohexose
fructosuria,11,noun,glycosuria
frugality,9,noun,prudence
frugalness,10,noun,prudence
fruit,5,noun,reproductive structure|product|consequence
fruit,5,verb,bear
fruit bar,9,noun,cookie
fruit bat,9,noun,bat
fruit cocktail,14,noun,cocktail
fruit compote,13,noun,dessert
fruit crush,11,noun,beverage
fruit custard,13,noun,custard
fruit drink,11,noun,beverage
fruit fly,9,noun,dipterous insect
fruit grower,12,noun,agriculturist
fruit juice,11,noun,beverage
fruit machine,13,noun,slot
fruit of the poisonous tree,27,noun,rule of evidence
fruit punch,11,noun,punch
fruit salad,11,noun,salad
fruit sugar,11,noun,ketohexose
fruit tree,10,noun,angiospermous tree
fruitage,8,noun,crop
fruitcake,9,noun,eccentric|cake
fruiterer,9,noun,seller
fruitfulness,12,noun,quality|creativity
fruiting,8,verb,bear
fruiting body,13,noun,plant organ
fruition,8,noun,condition|use|consummation
fruitlessness,13,noun,uncreativeness|quality
fruitlet,8,noun,fruit
fruitwood,9,noun,wood
frumenty,8,noun,hot cereal
frump,5,noun,unpleasant woman
frustrate,9,verb,prevent|harass
frustrated,10,verb,prevent|harass
frustrating,11,verb,prevent|harass
frustration,11,noun,disappointment|hindrance|annoyance
frustum,7,noun,solid
fry,3,noun,juvenile
fry,3,verb,heat|cook|kill
fry bread,9,noun,quick bread
fry cook,8,noun,cook
fryer,5,noun,chicken
frying,6,noun,cooking
frying,6,verb,heat|cook|kill
frying pan,10,noun,pan
frypan,6,noun,pan
fsb,3,noun,russian agency|savings bank
fsh,3,noun,gonadotropin
ft,2,noun,linear unit
ftc,3,noun,independent agency
fthm,4,noun,linear unit|volume unit
ft-l,4,noun,luminance unit
fto,3,noun,political movement
ftp,3,noun,protocol
ftp,3,verb,transfer
fucaceae,8,noun,protoctist family
fucales,7,noun,animal order
fuchsia,7,noun,shrub
fuchsia coccinea,16,noun,fuchsia
fuchsia excorticata,19,noun,fuchsia
fuck,4,noun,sexual intercourse
fuck,4,verb,copulate
fuck all,8,noun,nothing
fuck off,8,verb,idle|leave|stimulate
fuck up,7,verb,fail
fucker,6,noun,heterosexual|fool
fuckhead,8,noun,stupid
fucking,7,noun,sexual intercourse
fucking,7,verb,copulate
fuckup,6,noun,incompetent|mistake
fucoid,6,noun,fossil|brown algae
fucoid algae,12,noun,brown algae
fucus,5,noun,rockweed
fucus serratus,14,noun,brown algae
fucus vesiculosus,17,noun,rockweed
fuddle,6,noun,disorderliness
fuddle,6,verb,intoxicate|consume|be
fuddled,7,verb,intoxicate|consume|be
fuddy-duddy,11,noun,conservative
fudge,5,noun,candy
fudge,5,verb,cheat|avoid
fudge factor,12,noun,indefinite quantity
fudge sauce,11,noun,chocolate sauce
fudge together,14,verb,produce
fuel,4,noun,substance
fuel,4,verb,supply|supply|take in|stimulate
fuel cell,9,noun,cell
fuel consumption rate,21,noun,ratio
fuel filter,11,noun,filter
fuel gauge,10,noun,indicator
fuel indicator,14,noun,indicator
fuel injection,14,noun,mechanical system
fuel injection system,21,noun,mechanical system
fuel level,10,noun,reserve
fuel line,9,noun,pipe
fuel oil,8,noun,fuel;oil
fuel pod,8,noun,container
fuel system,11,noun,equipment
fuel-air bomb,13,noun,bomb;fuel-air explosive
fuel-air explosive,18,noun,explosive device
fueled,6,verb,supply|supply|take in|stimulate
fueling,7,noun,provision
fueling,7,verb,supply|supply|take in|stimulate
fug,3,noun,fog
fugaciousness,13,noun,transience
fugacity,8,noun,physical property|transience
fugitive,8,noun,person|criminal
fugitive from justice,21,noun,criminal
fugleman,8,noun,leader
fugo,4,noun,bomb
fugu,4,noun,blowfish
fugue,5,noun,dissociative disorder|psychological state|classical music
fuji,4,noun,flowering cherry
fuji cherry,11,noun,flowering cherry
fukien,6,noun,chinese
fukkianese,10,noun,chinese
ful,3,noun,west african
fula,4,noun,african|west african
fulah,5,noun,african
fulani,6,noun,african|west african
fulbe,5,noun,african
fulcrum,7,noun,pivot
fulfil,6,verb,complete;effect|provide|meet
fulfill,7,verb,complete;effect|meet|provide
fulfilled,9,verb,complete;effect|provide|meet|complete;effect|meet|provide
fulfillment,11,noun,satisfaction|consummation
fulfilment,10,noun,satisfaction|consummation
fulgoridae,10,noun,arthropod family
fulica,6,noun,bird genus
fulica americana,16,noun,coot
fulica atra,11,noun,coot
full,4,noun,phase of the moon
full,4,verb,beat|change|increase
full admiral,12,noun,flag officer
full blood,10,noun,origin
full complement,15,noun,work force
full cousin,11,noun,relative
full dress,10,noun,formalwear
full employment,15,noun,economic condition
full faith and credit,21,noun,guarantee
full gainer,11,noun,dive
full general,12,noun,general officer
full house,10,noun,poker hand
full metal jacket,17,noun,bullet
full moon,9,noun,phase of the moon
full moon maple,15,noun,maple
full nelson,11,noun,nelson
full page,9,noun,page
full phase of the moon,22,noun,phase of the moon
full point,10,noun,punctuation
full professor,14,noun,professor
full radiator,13,noun,natural object
full service bank,17,noun,depository financial institution
full skirt,10,noun,skirt
full stop,9,noun,punctuation
full term,9,noun,point
full treatment,14,noun,entirety
fullback,8,noun,running back|back
fullback,8,verb,play
full-dress uniform,18,noun,military uniform
fuller,6,noun,workman
fullerene,9,noun,carbon
fuller's earth,14,noun,soil
fuller's teasel,15,noun,teasel
fullness,8,noun,completeness|property|condition|largeness
full-of-the-moon,16,noun,phase of the moon
full-wave rectifier,19,noun,rectifier
fulmar,6,noun,petrel
fulmar petrel,13,noun,petrel
fulmarus,8,noun,bird genus
fulmarus glacialis,18,noun,petrel
fulminate,9,noun,salt
fulminate,9,verb,denounce|appear|explode
fulminate of mercury,20,noun,fulminate
fulminating mercury,19,noun,fulminate
fulmination,11,noun,denunciation|explosion
fulminic acid,13,noun,acid
fulsomeness,11,noun,compliment|hypocrisy
fulvic acid,11,noun,humic substance
fulvicin,8,noun,antifungal;penicillin
fumaria,7,noun,dilleniid dicot genus
fumaria claviculata,19,noun,vine
fumaria fungosa,15,noun,vine
fumaria officinalis,19,noun,herb
fumaria sempervirens,20,noun,corydalis
fumariaceae,11,noun,dilleniid dicot family
fumaric acid,12,noun,acid
fumble,6,noun,blunder
fumble,6,verb,search|pass|handle|fail|play
fumbler,7,noun,incompetent
fumbling,8,verb,search|pass|handle|fail|play
fume,4,noun,aerosol
fume,4,verb,feel|emit|process|exude
fumed,5,verb,feel|emit|process|exude
fumed oak,9,noun,oak
fumeroot,8,noun,herb|corydalis
fumes,5,noun,gas;waste|aerosol
fumes,5,verb,feel|emit|process|exude
fumewort,8,noun,herb|corydalis
fumigant,8,noun,chemical
fumigate,8,verb,process
fumigation,10,noun,application
fumigator,9,noun,skilled worker|device
fumitory,8,noun,herb
fumitory family,15,noun,dilleniid dicot family
fun,3,noun,diversion|wit|activity|frivolity
fun run,7,noun,footrace
funambulism,11,noun,sport
funambulist,11,noun,acrobat
function,8,noun,mathematical relation|utility|duty|relation|social gathering|social event|software
function,8,verb,suffice|serve
function call,13,noun,call
function word,13,noun,word
functional anatomy,18,noun,anatomy
functional calculus,19,noun,symbolic logic
functional disorder,19,noun,disorder
functional genomics,19,noun,genomics
functional illiterate,21,noun,illiterate
functional magnetic resonance imaging,37,noun,magnetic resonance imaging
functionalism,13,noun,scientific theory|doctrine
functionalist,13,noun,supporter
functionality,13,noun,practicality
functionary,11,noun,skilled worker
functioning,11,noun,process
functioning,11,verb,suffice|serve
fund,4,noun,money|accumulation|nondepository financial institution
fund,4,verb,finance|roll up|supply|invest|roll up|support
fund raise,10,verb,raise
fundament,9,noun,assumption|body part|support
fundamental,11,noun,factor|harmonic
fundamental analysis,20,noun,analysis
fundamental frequency,21,noun,harmonic
fundamental interaction,23,noun,physical phenomenon
fundamental law,15,noun,law
fundamental measure,19,noun,measure
fundamental particle,20,noun,particle
fundamental principle,21,noun,principle
fundamental quantity,20,noun,measure
fundamentalism,14,noun,protestantism
